time,max_daily_temperature,min_daily_temperature,precipitation,Potential_evapotranspiration,global_radiation,wind_speed,mean_daily_temperature
23/02/1995,8.5,2.6,1.9,1,1.61,5.3,5.55
24/02/1995,6.3,2.8,4.5,0.5,0.65,2.2,4.55
25/02/1995,6.6,3.6,8,0.5,0.47,2.2,5.1
26/02/1995,6.4,1.4,1.5,0.9,1.85,3.2,3.9
27/02/1995,9.1,1,0.6,1.2,2.21,7,5.05
28/02/1995,13,1.1,0,1.7,1.24,7.6,7.05
01/03/1995,10.7,8.9,2.5,1.7,1.29,7.6,9.8
02/03/1995,6.7,2.6,10.9,1,1.58,6.8,4.65
03/03/1995,6.7,0.9,0,1.4,2.63,5.1,3.8
04/03/1995,7.4,-1.1,1.1,1.3,2.82,3.8,3.15
05/03/1995,4.6,-0.9,9.5,0.5,0.76,5.9,1.85
06/03/1995,7.8,1.6,6.2,1.2,2.37,5.9,4.7
07/03/1995,8.1,0.8,0.3,1.8,3.11,8.3,4.45
08/03/1995,7.1,0.8,4.4,1,1.93,4.5,3.95
09/03/1995,9.6,1.4,0,1.1,3.1,3.4,5.5
10/03/1995,13,-0.8,0,1.9,3.77,4.6,6.1
11/03/1995,16,0.1,0,1.5,3.66,1.4,8.05
12/03/1995,15.2,1,0,1.1,2.89,1.7,8.1
13/03/1995,15,0.8,0,1.6,3.83,2,7.9
14/03/1995,11.4,-0.7,5.3,1.3,3.37,2.8,5.35
15/03/1995,7,-0.4,2.8,1,2.03,4.4,3.3
16/03/1995,8.3,1.8,5.7,1.6,2.62,6.5,5.05
17/03/1995,12.3,2,5.1,1.9,1.12,9.9,7.15
18/03/1995,11.3,6.4,1.5,1.9,2.56,6.6,8.85
19/03/1995,8.7,6.2,2,1.4,2.52,4.2,7.45
20/03/1995,7.2,1.3,1.1,1.7,2.76,5.7,4.25
21/03/1995,8.4,2.6,0.2,1.3,2.51,2.4,5.5
22/03/1995,10.1,-2.4,0,1.6,4.55,1.6,3.85
23/03/1995,14.9,-1.9,0,2.5,4.62,3.3,6.5
24/03/1995,13.8,0.2,0.3,1.9,3.54,5.4,7
25/03/1995,10.7,6.7,1.7,1.9,2.72,6.1,8.7
26/03/1995,11.3,7.2,4.3,1.5,1.07,7.9,9.25
27/03/1995,6.8,6.2,3.1,1.6,2.56,5.2,6.5
28/03/1995,4.5,-0.1,9,0.7,1.27,5.6,2.2
29/03/1995,7.2,0.2,0.2,1.7,4.24,3.5,3.7
30/03/1995,9.5,0,3.5,1.8,3.87,2.7,4.75
31/03/1995,10.5,1.3,2.6,0.6,0.51,3.7,5.9
01/04/1995,14.3,4.5,0,0.9,0.9,4.1,9.4
02/04/1995,16.8,8.3,0,2.4,4.68,6.1,12.55
03/04/1995,13.9,8.4,0,1.6,2.79,4.2,11.15
04/04/1995,14.7,8.5,0,2,3.53,2.5,11.6
05/04/1995,16.4,2,0,2.3,4.25,3.3,9.2
06/04/1995,13.2,2.5,0,1,1.47,3.5,7.85
07/04/1995,16.1,8.2,0,2,2.11,4.7,12.15
08/04/1995,10.5,4.7,0,2.3,3.83,3.9,7.6
09/04/1995,10.2,4,2.9,1.9,3.68,2.9,7.1
10/04/1995,11.3,4.9,0.6,0.8,1.13,2.4,8.1
11/04/1995,16.7,5.6,0,2.1,3.98,1.8,11.15
12/04/1995,15,6.4,0,2.5,4.51,3.6,10.7
13/04/1995,13.1,7,0,1.7,2.72,3.2,10.05
14/04/1995,12.1,5.9,0,1.2,1.88,1.5,9
15/04/1995,11,5.9,0.9,1.1,1.53,3.7,8.45
16/04/1995,9.4,5.5,2.1,1.4,2.5,4.7,7.45
17/04/1995,9.8,5.8,15.3,0.6,0.76,5.7,7.8
18/04/1995,11.7,7.5,2.7,1.5,2.33,3.5,9.6
19/04/1995,8.6,3.1,4.9,1.3,3.12,1.6,5.85
20/04/1995,9.2,0.4,0,1.7,4.38,2.1,4.8
21/04/1995,12.2,-0.8,5.1,1.7,3.63,3.5,5.7
22/04/1995,13.8,0.2,0.1,1.3,2.11,2.6,7
23/04/1995,16.9,1.6,0.2,2.3,4.27,3,9.25
24/04/1995,19.1,3.9,0,1.7,3.02,2,11.5
25/04/1995,21.7,7.9,1.3,3,5.12,2.3,14.8
26/04/1995,20.4,9.8,3.7,2.9,5.02,3.1,15.1
27/04/1995,11,8.4,0,1.3,1,2.2,9.7
28/04/1995,12.2,5.3,0,2.5,4.89,2.1,8.75
29/04/1995,16.8,2.6,0.3,2.3,4.31,1.5,9.7
30/04/1995,12.4,4.5,0.5,0.9,1.28,1.5,8.45
01/05/1995,18.4,4.3,0,2.6,5.2,0.9,11.35
02/05/1995,21.4,5.3,0,3.6,6.43,1.9,13.35
03/05/1995,23.3,7.2,0,4,6.8,1.6,15.25
04/05/1995,25.3,8,0,3.9,6.61,1,16.65
05/05/1995,27.5,8.1,0,4.2,6.7,1.1,17.8
06/05/1995,25.5,9.9,0,4,6.45,1.2,17.7
07/05/1995,25.3,9.4,0,4.5,6.39,2.9,17.35
08/05/1995,16.9,12.5,2,3.6,4.87,5.5,14.7
09/05/1995,13.6,9.5,0.6,2.4,3.46,3.5,11.55
10/05/1995,14,6,0.8,1.8,2.72,1.9,10
11/05/1995,13.5,5.2,0,2.7,4.7,2.8,9.35
12/05/1995,13.6,6.1,0,3.2,5.38,4.9,9.85
13/05/1995,12.9,6.9,0,2.8,3.56,4.6,9.9
14/05/1995,12.1,4.9,0,2.6,4.8,2.9,8.5
15/05/1995,13.8,4.2,0,2.6,4.3,2.2,9
16/05/1995,16,5.5,3.1,2.4,3.54,2.3,10.75
17/05/1995,15.3,8.3,9.4,1.6,2.3,7.2,11.8
18/05/1995,9.9,7.5,3.6,1.3,1.91,2,8.7
19/05/1995,14.3,2.4,8.2,2.3,4.91,2.5,8.35
20/05/1995,14.7,5.3,1.8,2.3,4.48,2.1,10
21/05/1995,15.7,5.5,0,3.4,6.85,1.6,10.6
22/05/1995,18.7,3.9,0,3.5,6.54,1.2,11.3
23/05/1995,22.5,6.9,0,3.7,6.09,1.7,14.7
24/05/1995,23.5,10.7,3.2,3,4.39,2.6,17.1
25/05/1995,21.1,14.6,16.4,2.5,3.8,1.6,17.85
26/05/1995,22.2,13.1,0,3.9,6.52,1.3,17.65
27/05/1995,23.2,13.3,0,4.2,5.96,2.8,18.25
28/05/1995,21.9,13.5,18.9,2.2,2.89,2.9,17.7
29/05/1995,20.2,14.3,0.1,3.5,5.57,2,17.25
30/05/1995,19.2,10.7,1.1,3.2,5.4,1.6,14.95
31/05/1995,19.5,11,0,2.9,4.46,3,15.25
01/06/1995,18.5,11.3,0,3.6,6.42,2.1,14.9
02/06/1995,17.8,6.7,1.5,2.5,4.18,1.4,12.25
03/06/1995,19,7.7,3.3,3.3,5.68,3.5,13.35
04/06/1995,17.8,11.3,4.4,2.1,3.52,2.5,14.55
05/06/1995,16.8,9.2,3.9,1.7,2.32,2.5,13
06/06/1995,15.9,10.7,0,2,2.62,1.8,13.3
07/06/1995,13.7,11.6,5.5,1.4,1.58,3.8,12.65
08/06/1995,15.2,6.3,2,3,5.53,4.3,10.75
09/06/1995,10.8,8.8,14,1,1.76,5,9.8
10/06/1995,12.9,8.8,9.7,1.5,2.68,3.6,10.85
11/06/1995,15.6,9,0.9,2.2,3.71,2.3,12.3
12/06/1995,14,10.2,2.8,1.7,2.43,2.3,12.1
13/06/1995,17.1,9.7,0,2.9,4.75,3,13.4
14/06/1995,14.2,10.1,0.2,1.7,1.88,4.1,12.15
15/06/1995,12.6,10.3,8.9,1.1,1.69,3.9,11.45
16/06/1995,14.4,9.6,1.5,1.9,2.65,3.8,12
17/06/1995,14.6,10.5,5.8,1,1.32,4.5,12.55
18/06/1995,19.6,12.5,0,2.5,3.47,2.9,16.05
19/06/1995,23.2,12,0,4.6,7.79,1.8,17.6
20/06/1995,26.6,13.1,0.2,4.1,5.85,2,19.85
21/06/1995,21.2,16.5,0,4.2,6.82,3.9,18.85
22/06/1995,16.9,9.4,0,3.6,5.92,4,13.15
23/06/1995,18.8,10.9,0,3,4.54,3.3,14.85
24/06/1995,20.6,10.6,0.2,3.3,5.26,2.2,15.6
25/06/1995,26.1,12,0,4.4,6.7,2.7,19.05
26/06/1995,26.8,13,0,4.8,7.45,2.4,19.9
27/06/1995,28.7,13.3,0,5.8,7.95,3.3,21
28/06/1995,29.8,18.2,0,5.9,7.69,3.3,24
29/06/1995,28.3,16.2,0,5.7,8.09,2.5,22.25
30/06/1995,30.3,14,0,5.8,8.17,1.8,22.15
01/07/1995,24.4,16.5,0,4.9,6.93,3.4,20.45
02/07/1995,24,14,0,2.6,3.42,2.8,19
03/07/1995,18.2,14.9,0,2.1,2.83,3,16.55
04/07/1995,20.6,11.3,0,3.6,5.28,3.8,15.95
05/07/1995,22.7,12.8,0,3.4,4.9,1.8,17.75
06/07/1995,22.8,12.5,0,4.3,6.79,2.9,17.65
07/07/1995,25.8,13.2,0,4.7,7.44,1.9,19.5
08/07/1995,29.8,15.2,0,4.9,6.54,2.7,22.5
09/07/1995,32.1,17.5,2.4,5,6.65,1.9,24.8
10/07/1995,33.8,18.3,0,5.9,6.92,2.7,26.05
11/07/1995,33.1,21.5,25.1,4.1,5.15,2.2,27.3
12/07/1995,24.8,17.7,0,3.2,4.54,2,21.25
13/07/1995,29.3,15.1,1.1,5.1,7.18,2.2,22.2
14/07/1995,26.3,18,5.1,4.1,5.57,3.2,22.15
15/07/1995,23.2,16.3,2.1,3.4,5.02,4.1,19.75
16/07/1995,20.9,14.9,1.9,2.7,3.55,3.3,17.9
17/07/1995,22.5,15.1,0.1,3.3,4.4,4.2,18.8
18/07/1995,22,15.5,0.3,2.2,2.21,5.2,18.75
19/07/1995,23.9,16.3,0,2.1,2.87,1.6,20.1
20/07/1995,30.5,17.1,0,4.9,7.05,1.1,23.8
21/07/1995,34.1,17.9,0,5.5,6.75,2.8,26
22/07/1995,21.8,18.4,0,3.8,5.11,2.8,20.1
23/07/1995,22.9,8.5,0,4.2,7.46,1,15.7
24/07/1995,26.7,10.2,0,4.7,7.21,1.9,18.45
25/07/1995,27.8,14.3,0,5.6,7.32,3.6,21.05
26/07/1995,32.9,16.2,3,4.9,5.94,2.6,24.55
27/07/1995,26.4,18.7,2.3,2.7,3.12,3.3,22.55
28/07/1995,24.2,17.6,0,2.4,3.28,1.2,20.9
29/07/1995,27.7,14.7,0,3.8,5.77,1,21.2
30/07/1995,30.2,16,0,4.6,6.2,1.6,23.1
31/07/1995,31.9,17.3,0,5.3,6.6,2.1,24.6
01/08/1995,33.1,17.9,0,5.9,6.88,2.7,25.5
02/08/1995,31.1,17.7,0,5.9,6.78,3.2,24.4
03/08/1995,29.6,15.9,0,5.4,6.98,2.7,22.75
04/08/1995,24.9,16.5,0,4.3,6.53,2.3,20.7
05/08/1995,28.1,14.2,0,4.6,6.84,1.9,21.15
06/08/1995,29.1,15.6,0,4.6,6.46,2.7,22.35
07/08/1995,20.8,15.9,0,3.1,2.96,3.5,18.35
08/08/1995,23.4,15.2,0,3.9,5.14,3.4,19.3
09/08/1995,26.6,12.3,0,4.4,6.48,2,19.45
10/08/1995,29.2,11.7,0,5,6.69,2.2,20.45
11/08/1995,31.2,13.4,0,5.1,6.39,2.2,22.3
12/08/1995,31.4,16.4,0,5,6.08,2.5,23.9
13/08/1995,23.8,17.8,1.2,2.4,3.01,2.2,20.8
14/08/1995,22.9,14.4,0,2.8,3.86,1.6,18.65
15/08/1995,25.1,10.3,0,3.5,5.83,1.2,17.7
16/08/1995,26.8,12.3,0,3.8,5.6,2.2,19.55
17/08/1995,27.8,13.4,0,4.2,5.64,2.5,20.6
18/08/1995,29.5,14.6,0,4.5,5.89,2.1,22.05
19/08/1995,31.4,16.2,0,4.5,5.43,2.2,23.8
20/08/1995,29,17.2,0,4.2,5.48,2.7,23.1
21/08/1995,27.2,14.9,0,3.8,5.91,2.2,21.05
22/08/1995,30.8,16,0,3.7,5.12,1.2,23.4
23/08/1995,28.4,17,0,3.7,5.01,2.8,22.7
24/08/1995,24.1,17.8,4.5,4,5.26,3.4,20.95
25/08/1995,24.4,15.2,1.4,3,3.18,5.2,19.8
26/08/1995,21.4,16.1,0.8,2.6,2.39,3.7,18.75
27/08/1995,19.1,16.1,7.8,2.3,2.29,4.1,17.6
28/08/1995,18.3,10.8,5.2,2.5,3.89,4.4,14.55
29/08/1995,17.7,12.2,6.6,1.4,1.11,2.8,14.95
30/08/1995,19.5,11.6,2.3,2.5,4.3,2.4,15.55
31/08/1995,19.8,11.5,0,2.6,4.29,2,15.65
01/09/1995,21,10.8,0,3.1,5.24,3.2,15.9
02/09/1995,17.5,10.9,5.4,1.3,1.93,2.4,14.2
03/09/1995,17.8,11.9,0.1,2.4,4.17,3.3,14.85
04/09/1995,18.3,9.4,0.5,1.9,2.78,3.5,13.85
05/09/1995,18.9,9.6,0.3,2.4,3.46,3.9,14.25
06/09/1995,21.2,12.1,1.5,2.7,3.82,3.4,16.65
07/09/1995,18.5,12.1,3.4,1.8,1.68,5.9,15.3
08/09/1995,17.4,14.3,19.7,1,0.5,6.7,15.85
09/09/1995,20.4,14.4,0.3,2.8,3.43,4.5,17.4
10/09/1995,21.1,14.1,3.6,2,2.56,3,17.6
11/09/1995,19.4,14.4,0.2,1.9,2.02,4,16.9
12/09/1995,19.4,9.3,1.7,1.8,3.17,1.9,14.35
13/09/1995,18.7,9.9,0.6,1.5,2.5,1.5,14.3
14/09/1995,19.3,10.2,0,2.3,4.09,2.6,14.75
15/09/1995,17.8,10.3,1.8,1.2,1.88,2,14.05
16/09/1995,18.7,10.1,4.1,1.6,2.89,2.3,14.4
17/09/1995,19.7,11.4,0,1.7,3.1,1.8,15.55
18/09/1995,18.2,11.7,0.3,1.1,1.26,1.4,14.95
19/09/1995,22,12.5,0,2.7,4.13,3.5,17.25
20/09/1995,17.2,10.4,0,1.8,2.83,2.3,13.8
21/09/1995,17.7,9.9,0.7,1.2,2.03,1.2,13.8
22/09/1995,18.8,10.7,0.3,1.4,2.2,1.6,14.75
23/09/1995,16.5,9.7,1,1,1.63,1.6,13.1
24/09/1995,17.7,12.2,16.2,1.6,2.28,4.3,14.95
25/09/1995,17.7,10.6,0.2,2.3,3.43,4.7,14.15
26/09/1995,15.3,12.5,27.2,0.7,0.64,4.2,13.9
27/09/1995,16.2,11.5,3.9,1.9,2.01,5.4,13.85
28/09/1995,13.6,7.7,0,2,3.32,4.5,10.65
29/09/1995,15.2,6.4,3.2,1.6,2.95,3.6,10.8
30/09/1995,15.8,7.5,0.5,1.4,2.33,2.6,11.65
01/10/1995,17.7,8.5,1.7,1,1.05,4.4,13.1
02/10/1995,18,10.5,1.4,1.4,2.62,2.1,14.25
03/10/1995,20.3,10.3,4.8,1.4,1.82,3.4,15.3
04/10/1995,20.7,13.3,2.1,1.7,2.15,4.3,17
05/10/1995,18.2,14,2.5,1.4,2.43,2.7,16.1
06/10/1995,19.6,6.6,0,2.3,3.38,4.3,13.1
07/10/1995,19.6,8.7,0,1.3,1.45,2.5,14.15
08/10/1995,24.4,9.9,0,1.7,3.36,1.7,17.15
09/10/1995,25,10.1,0,1.5,3.2,1.1,17.55
10/10/1995,23.7,10.5,0,1.3,2.71,1,17.1
11/10/1995,15.9,10.9,0.1,0.5,0.56,1.1,13.4
12/10/1995,20.8,14.2,0.1,1.1,2.45,1.7,17.5
13/10/1995,20,12,0,1,1.97,0.9,16
14/10/1995,20.9,8.7,0.6,1,2.61,1.2,14.8
15/10/1995,21.3,8.9,0,1.2,2.6,2.2,15.1
16/10/1995,18.7,10.7,0.1,0.9,1.73,1.1,14.7
17/10/1995,17.6,8.4,1.2,1,1.67,3.5,13
18/10/1995,17,8.9,0,1,1.27,2.2,12.95
19/10/1995,15.4,10.5,0,1.4,1.68,4.1,12.95
20/10/1995,16,10,0.5,0.7,1.01,1.8,13
21/10/1995,13.4,4,0,0.8,2.7,1.8,8.7
22/10/1995,12.7,0.3,0,0.7,2.75,1.4,6.5
23/10/1995,19.8,1.2,0,1.2,2.43,2.8,10.5
24/10/1995,20.2,2.2,0,2.5,2.5,5.9,11.2
25/10/1995,17.8,10.3,0,1.5,2.1,3.7,14.05
26/10/1995,17,6.9,0.9,1,0.93,3.8,11.95
27/10/1995,17.3,9.2,4,0.6,0.52,2.1,13.25
28/10/1995,14.1,11.5,0,0.8,1.17,1.1,12.8
29/10/1995,13.1,7,0,0.6,2.12,1.3,10.05
30/10/1995,11.2,2,0.1,0.4,1.37,0.5,6.6
31/10/1995,8.3,1.5,0.3,0.3,0.84,1.8,4.9
01/11/1995,10.5,3.5,7.5,0.5,0.23,2.1,7
02/11/1995,11.1,5.7,0.7,0.9,1.01,3.9,8.4
03/11/1995,10.7,6.5,0.7,1,0.58,2.9,8.6
04/11/1995,6.2,0.4,0,0.4,1.79,1.1,3.3
05/11/1995,5.4,-4.8,0,0.2,2.15,0.8,0.3
06/11/1995,5.6,-4.7,0,0.6,1.73,2.1,0.45
07/11/1995,9.7,-4.4,1.2,0.4,0.47,1.2,2.65
08/11/1995,12.8,2.4,0,0.4,0.72,1.9,7.6
09/11/1995,12.8,9.4,0,0.4,0.71,1.4,11.1
10/11/1995,10.9,4.2,0.1,0.4,0.91,1.6,7.55
11/11/1995,17.2,4.8,0,0.7,1.34,2,11
12/11/1995,16.6,5.9,0,0.7,1.52,1.9,11.25
13/11/1995,12.4,3.7,0.1,0.4,0.57,2.1,8.05
14/11/1995,11,3.3,1.1,0.6,0.47,4.2,7.15
15/11/1995,11.5,8.9,2.1,0.6,0.71,3.8,10.2
16/11/1995,13.5,8.9,10.8,0.6,0.9,3.8,11.2
17/11/1995,4.8,4.5,8.5,0.4,0.45,2.3,4.65
18/11/1995,6.3,-0.5,1,0.6,1.23,3.9,2.9
19/11/1995,8,-0.3,11.2,0.5,0.33,3,3.85
20/11/1995,10.3,4.1,0,0.1,1.55,1.3,7.2
21/11/1995,7.3,-2.1,0.1,0.3,1.37,1.9,2.6
22/11/1995,10.5,-1.9,0,0.3,0.44,1.9,4.3
23/11/1995,12,3.3,0,0.7,0.86,3.7,7.65
24/11/1995,11.3,8.8,0,0.8,0.49,3.2,10.05
25/11/1995,13.9,3.9,0,0.4,1.24,2.8,8.9
26/11/1995,13.5,3.7,0,0.8,0.71,2.8,8.6
27/11/1995,10.3,4.5,0,0.3,0.77,1.6,7.4
28/11/1995,10.9,1.9,0,0,1.12,0.7,6.4
29/11/1995,10.1,-1.7,0,0.1,1.27,1.8,4.2
30/11/1995,6.2,-1.2,0,0.2,0.65,2.2,2.5
01/12/1995,5.8,-2,0,0,1.07,1.3,1.9
02/12/1995,7.1,-0.8,0.1,0.3,0.25,1.2,3.15
03/12/1995,5.2,3.3,0,0.4,0.27,2,4.25
04/12/1995,2.3,0.1,0,0.6,0.69,3.6,1.2
05/12/1995,-2.1,-4,0,0.4,0.58,3.2,-3.05
06/12/1995,-2.6,-4.8,0.1,0.3,0.43,2.1,-3.7
07/12/1995,1,-4.1,0,0.1,0.75,1,-1.55
08/12/1995,2.7,-5.8,0.8,0,1.06,1.3,-1.55
09/12/1995,2.9,-3.6,0,0.2,0.41,0.7,-0.35
10/12/1995,-1.2,-1.9,0.2,0.2,0.28,0.6,-1.55
11/12/1995,4.4,-2.6,0.1,0.2,0.42,0.4,0.9
12/12/1995,4.3,-2.8,0,0.3,0.4,1.9,0.75
13/12/1995,3.3,0.7,0,0.2,0.87,1.8,2
14/12/1995,1.8,-3.1,0,0.6,0.3,4.7,-0.65
15/12/1995,0.5,0.1,0,0.5,0.21,2.9,0.3
16/12/1995,1.8,-2.7,0,0.1,1.01,1.9,-0.45
17/12/1995,5,-4.3,0.7,0,0.73,1,0.35
18/12/1995,6,-4.4,0.1,0.3,0.09,1.9,0.8
19/12/1995,5.2,1.8,15.5,0.3,0.1,1.6,3.5
20/12/1995,3.8,3,3.2,0.3,0.27,1.1,3.4
21/12/1995,8.7,-3.4,8.4,0.3,0.23,1.6,2.65
22/12/1995,11.6,-2.6,20.7,0.4,0.14,4.5,4.5
23/12/1995,10.7,8.6,11.7,0.4,0.15,2.1,9.65
24/12/1995,2.7,1.4,0,0.1,0.55,0.8,2.05
25/12/1995,3.6,-3.6,1.1,0.2,0.64,3.1,0
26/12/1995,4,-2.7,0.2,0.1,0.71,1.2,0.65
27/12/1995,-0.8,-5.9,0,0,1.39,0.3,-3.35
28/12/1995,-2.8,-9.2,0,0,1.51,1.1,-6
29/12/1995,-0.6,-9.1,0,0.1,1.44,2.7,-4.85
30/12/1995,-0.3,-7.6,1.1,0.3,0.5,2.5,-3.95
31/12/1995,1.6,-6.7,0.9,0.2,0.2,0.7,-2.55
01/01/1996,3,-0.3,0,0.3,0.17,1,1.35
02/01/1996,1.6,0.1,0,0.1,0.49,0.3,0.85
03/01/1996,1,-1.9,0,0.3,0.15,1.5,-0.45
04/01/1996,3.4,-0.7,0,0.2,0.77,2.1,1.35
05/01/1996,4.2,-2.1,0,0.1,1.13,1.8,1.05
06/01/1996,3.1,-3.6,5.8,0.3,0.2,2.5,-0.25
07/01/1996,11,-2.5,0.9,0.4,0.39,2.6,4.25
08/01/1996,10.4,2.3,0,0.4,0.97,3.3,6.35
09/01/1996,9.9,2.4,0.1,0.5,0.22,1.7,6.15
10/01/1996,10.1,4,2.3,0.3,0.3,1,7.05
11/01/1996,10.2,5.7,0.3,0.8,0.55,3.9,7.95
12/01/1996,10.9,6.6,0,0.5,0.88,2.7,8.75
13/01/1996,9.5,6.4,0,0.5,0.5,2.8,7.95
14/01/1996,11.7,1.9,0,0.1,1.11,1.5,6.8
15/01/1996,10.1,-1,0,0,1.17,0.4,4.55
16/01/1996,7.7,-1.1,0,0.1,0.78,0.3,3.3
17/01/1996,2.4,-1.4,0,0.1,0.72,1.2,0.5
18/01/1996,1,-1.2,0,0.3,0.19,1,-0.1
19/01/1996,1.4,-1.8,0,0.2,0.6,2,-0.2
20/01/1996,0.8,-2.3,0,0.3,0.99,3.3,-0.75
21/01/1996,1.8,-2.3,0,0.4,0.73,3.1,-0.25
22/01/1996,4.1,-0.5,0,0.7,1.14,3.6,1.8
23/01/1996,0.9,-1.2,0.8,0.3,0.88,3.7,-0.15
24/01/1996,1.8,-1.5,0,0.6,0.88,5,0.15
25/01/1996,-5.3,-5.4,0,0.8,0.46,5.3,-5.35
26/01/1996,-5.8,-7.5,0,0.5,0.37,3.2,-6.65
27/01/1996,-0.5,-8.4,0,0.4,0.6,3,-4.45
28/01/1996,-1.1,-6.2,0,0.6,1.17,4.9,-3.65
29/01/1996,1,-5.5,0,0.3,1.4,3.5,-2.25
30/01/1996,4.1,-4.5,0,0.4,1.68,2.6,-0.2
31/01/1996,6,-5.2,0,0.6,1.91,3.2,0.4
01/02/1996,4.8,-6.8,0,0.3,1.78,1.2,-1
02/02/1996,2.6,-6.8,0.4,0.3,0.5,1,-2.1
03/02/1996,0.5,-1.8,0.6,0.3,0.51,1.2,-0.65
04/02/1996,0.7,-1.9,0.1,0.4,0.92,1.4,-0.6
05/02/1996,1.5,-4.9,0,0.4,1.53,2.6,-1.7
06/02/1996,1,-6.1,0,0.5,2.04,3.4,-2.55
07/02/1996,0.1,-7.2,0,0.5,0.52,2.7,-3.55
08/02/1996,0.1,-4.4,0.2,0.3,1.12,1.5,-2.15
09/02/1996,4.4,-4.4,0.4,0.7,1.3,3.9,0
10/02/1996,8,-3.9,1,0.8,1.09,5.4,2.05
11/02/1996,6.2,1.9,3.4,0.6,0.57,5.8,4.05
12/02/1996,6,3.7,13.4,0.5,0.53,5,4.85
13/02/1996,2.4,1.2,0.2,0.6,0.21,5.1,1.8
14/02/1996,0.4,0,0,0.5,0.4,2.5,0.2
15/02/1996,4.9,-1.3,0.1,0.6,1.19,4.3,1.8
16/02/1996,9.1,-1,0.8,1,0.49,7.2,4.05
17/02/1996,7.5,4.7,4.2,1.1,1.04,6.3,6.1
18/02/1996,7.7,5,9.6,0.7,0.86,5.6,6.35
19/02/1996,3,2.4,1.4,0.5,0.5,4.8,2.7
20/02/1996,-1.4,-2.5,0.4,0.6,0.78,5.2,-1.95
21/02/1996,-0.9,-5.5,0.3,0.7,2.85,3.1,-3.2
22/02/1996,2.8,-5.8,0.5,0.5,1.92,2.6,-1.5
23/02/1996,1.9,-2.8,0,0.5,1.61,3.9,-0.45
24/02/1996,8.1,-2.4,0.8,0.5,0.96,7.1,2.85
25/02/1996,11,1.8,3.3,0.8,1.14,5.2,6.4
26/02/1996,7,5.5,2.9,0.5,0.99,1.4,6.25
27/02/1996,9.2,0.3,7.5,0.7,2.18,1.6,4.75
28/02/1996,5.2,1.1,1.1,0.4,0.51,2.1,3.15
29/02/1996,7.7,1.1,0.1,0.7,2.13,2.5,4.4
01/03/1996,6,0.8,0.7,0.5,0.72,2.6,3.4
02/03/1996,4.5,-1.7,1.4,0.7,1.88,2.3,1.4
03/03/1996,4.8,-1.3,0,0.7,2.11,1.4,1.75
04/03/1996,4.6,-3.1,1.6,0.4,0.88,2.9,0.75
05/03/1996,4.7,-1.7,0.4,0.5,0.65,2.6,1.5
06/03/1996,7.6,3,0.1,0.7,1.68,3.4,5.3
07/03/1996,6.1,1.9,0,0.7,0.91,4.3,4
08/03/1996,9,0.3,0,1.1,3.47,3.8,4.65
09/03/1996,11.1,-0.8,0,1.4,3.51,3.1,5.15
10/03/1996,7.8,-1.3,0,1.5,3.81,3,3.25
11/03/1996,2.6,-3.6,0,1.1,3.74,3.9,-0.5
12/03/1996,2.5,-5.2,0,1.1,4.05,3.8,-1.35
13/03/1996,3.1,-5.3,0,1,3.61,4.2,-1.1
14/03/1996,7,-4.7,0,1.2,3.41,4.1,1.15
15/03/1996,9.6,-2.8,0,1,1.63,2.7,3.4
16/03/1996,9.7,-0.3,0,1.1,3.12,1.8,4.7
17/03/1996,6.7,0.3,0,0.7,0.99,1.4,3.5
18/03/1996,7.5,3.1,0,0.6,0.84,0.5,5.3
19/03/1996,11,-2.1,0,1,2.47,1.1,4.45
20/03/1996,13.4,-1.8,0.1,1.3,3.2,1.6,5.8
21/03/1996,10.6,0.4,5.1,0.7,1.16,2.7,5.5
22/03/1996,10.3,2.9,0.9,0.6,0.77,2.1,6.6
23/03/1996,13.3,6.5,0,0.9,1.24,2.7,9.9
24/03/1996,10,6.5,0,0.9,1.31,3,8.25
25/03/1996,13.7,4.2,0,1.5,2.9,2.9,8.95
26/03/1996,6.8,4.5,0,1,1.19,4.2,5.65
27/03/1996,7.7,-1.8,0,1.8,5.4,2.5,2.95
28/03/1996,8,-2,2.2,1.3,3.71,4.8,3
29/03/1996,7.1,-0.3,1.5,1.1,2.75,3.9,3.4
30/03/1996,7.1,0.6,0.4,1.4,3.39,3.8,3.85
31/03/1996,6.5,-0.5,0.7,1.2,2.83,2.6,3
01/04/1996,6.8,-1.8,0,1.9,5.35,2.9,2.5
02/04/1996,6,-2,0,1.5,4.13,2.5,2
03/04/1996,7.9,-1.7,0,1.8,4.92,3.8,3.1
04/04/1996,11,-1.5,0,2,4.66,3.6,4.75
05/04/1996,12.7,0.6,0,2,4.6,3,6.65
06/04/1996,14.5,2.1,0,1.7,3.28,1.8,8.3
07/04/1996,10.8,3.8,0,1.2,1.97,2.9,7.3
08/04/1996,12.6,5,0,1.1,1.84,1.5,8.8
09/04/1996,15.1,0.3,0,1.4,2.57,0.8,7.7
10/04/1996,16.3,2.5,1.6,1.6,2.74,1.6,9.4
11/04/1996,11,4.7,0.9,0.9,1.35,2.8,7.85
12/04/1996,9.1,2.2,0,2.1,3.92,3.6,5.65
13/04/1996,11.6,0.5,0,2.3,5.68,3.1,6.05
14/04/1996,14.4,0.2,0,2.5,5.99,1.8,7.3
15/04/1996,17.9,0.1,0,2.9,6.08,1.3,9
