time,max_daily_temperature,min_daily_temperature,precipitation,Potential_evapotranspiration,global_radiation,wind_speed,mean_daily_temperature
02/09/1998,20.3,12.8,4.4,1.3,1.8,2,16.55
03/09/1998,21.8,14.7,5.9,1.5,1.85,3.5,18.25
04/09/1998,20.6,15.3,12,1.9,2.59,2.7,17.95
05/09/1998,21.1,15.3,8.6,2.3,3.41,4.5,18.2
06/09/1998,20.8,15.5,0.3,1.7,2.1,2.7,18.15
07/09/1998,20.5,14.9,0.6,1.6,2,2.8,17.7
08/09/1998,20.8,13,3,1.7,2.01,5.1,16.9
09/09/1998,22.2,14.3,15.1,1.9,2.18,4.9,18.25
10/09/1998,22.3,15.8,3.4,2.9,4.18,6,19.05
11/09/1998,19.5,13.2,2.2,2.2,3.8,3.2,16.35
12/09/1998,16.6,11.4,15.3,2.1,3.14,4.3,14
13/09/1998,12.4,7.5,99.6,1.2,1.7,7.4,9.95
14/09/1998,13.8,7.4,55.3,1,0.64,6.8,10.6
15/09/1998,16.8,10.5,3,1.8,2.67,5.2,13.65
16/09/1998,16.2,12.5,3.5,2.2,2.6,6.6,14.35
17/09/1998,16,11.6,1.4,1.3,1.08,4.7,13.8
18/09/1998,19.2,8.7,0,1.9,3.26,2.7,13.95
19/09/1998,20.6,11,1.1,1.3,2.12,1.6,15.8
20/09/1998,20.1,11.7,0,1.5,2.62,2.4,15.9
21/09/1998,20.2,10.4,0,2.1,4.03,3,15.3
22/09/1998,19,9.9,0,2,4.15,3,14.45
23/09/1998,20.9,8.2,0,2,4.03,2.5,14.55
24/09/1998,22.7,8.2,0.5,2.1,3.93,2.5,15.45
25/09/1998,23.8,9,0.8,2,3.46,2.4,16.4
26/09/1998,22.7,12.9,1.9,1.8,2.91,3.1,17.8
27/09/1998,20.2,11.3,1.6,1.5,2.93,2,15.75
28/09/1998,20,11.8,0.5,1.2,1.94,1.5,15.9
29/09/1998,20.1,12.1,2.7,1.2,1.57,2.4,16.1
30/09/1998,19.6,12.1,5.4,1.3,2.02,2.6,15.85
01/10/1998,19.8,9.5,0.1,1.8,3.64,2.7,14.65
02/10/1998,9.6,9.5,0.1,1,0.39,3,9.55
03/10/1998,6.5,4.1,0,0.6,0.5,1.1,5.3
04/10/1998,7.6,4.6,6.5,0.6,0.59,1.5,6.1
05/10/1998,10.6,4.4,0.2,0.7,0.94,2.5,7.5
06/10/1998,10.1,7.1,1.2,1,0.7,3.7,8.6
07/10/1998,9.2,6.6,9.4,0.6,0.6,1.4,7.9
08/10/1998,9.5,6.6,6.3,0.6,0.48,2,8.05
09/10/1998,13,5.7,8.8,1,1.6,4.6,9.35
10/10/1998,13.9,6.4,0.5,1,0.72,4.3,10.15
11/10/1998,13.9,10.3,3.3,1,0.54,4.7,12.1
12/10/1998,13.2,8.5,0.6,1.6,1.27,5.6,10.85
13/10/1998,16.1,6.6,1.4,1.1,1.32,5.8,11.35
14/10/1998,16.7,7,6.3,0.7,0.39,3.9,11.85
15/10/1998,15.6,10.5,0,1.3,2.33,2.6,13.05
16/10/1998,15.8,4.4,0,1.3,1.67,5,10.1
17/10/1998,16.7,4.9,3.7,1.7,0.81,6.9,10.8
18/10/1998,12.3,8.2,0,1.1,2.68,2.2,10.25
19/10/1998,12.7,-1.1,0.7,1,1.79,3.6,5.8
20/10/1998,12.6,0.2,2.4,1,1.26,4.1,6.4
21/10/1998,14.7,6.3,1.2,1.2,0.93,6.9,10.5
22/10/1998,16.4,9.8,0.9,1.5,0.75,6.5,13.1
23/10/1998,15.6,14.2,15.8,1,0.28,5.1,14.9
24/10/1998,14.6,10.1,25.7,1.5,0.82,9.3,12.35
25/10/1998,13.5,9.5,2.8,1.8,1.65,6.5,11.5
26/10/1998,10.7,5.8,7.7,1,1.12,4.9,8.25
27/10/1998,14.8,6,8.1,1.3,0.72,10.2,10.4
28/10/1998,15.5,8.8,12.9,2,0.44,8.4,12.15
29/10/1998,11.3,9.7,7.8,1.8,1.42,7.7,10.5
30/10/1998,11,7.4,0.8,1.4,1.3,5.6,9.2
31/10/1998,12.3,5.8,33.2,0.7,0.47,4.9,9.05
01/11/1998,10.7,6.2,4,1,1.46,4.7,8.45
02/11/1998,9.8,4.3,6.2,0.9,0.84,4.7,7.05
03/11/1998,9.3,4.5,10.1,1.1,0.61,7.4,6.9
04/11/1998,9.1,6.2,3.7,0.7,0.9,3.7,7.65
05/11/1998,10,3.2,0.8,1.1,1.7,6.8,6.6
06/11/1998,11.7,3.2,0.2,0.6,1.51,2.7,7.45
07/11/1998,12.1,0,0,0.5,1.54,2.8,6.05
08/11/1998,13.8,0.5,12.3,0.7,0.41,4.9,7.15
09/11/1998,15.7,3.6,1.1,0.9,0.41,4.4,9.65
10/11/1998,12.6,10.4,1.4,1.1,0.7,4,11.5
11/11/1998,10,5.2,1.4,0.5,0.97,2.2,7.6
12/11/1998,8.2,1.8,1.8,0.7,1.01,4.5,5
13/11/1998,8.1,2.4,10.1,0.5,0.5,3.3,5.25
14/11/1998,6.1,5.4,8.8,0.5,0.31,2.4,5.75
15/11/1998,9.2,4.1,10.4,0.5,0.97,3.1,6.65
16/11/1998,6.7,4.3,0,0.5,1.11,2,5.5
17/11/1998,7.1,-0.7,0,0.3,1.38,1.2,3.2
18/11/1998,4.8,-2.7,6.1,0.4,0.75,2.5,1.05
19/11/1998,2.8,-0.1,0,0.3,0.5,1.5,1.35
20/11/1998,2.7,-4.4,0,0,1.73,1.5,-0.85
21/11/1998,2.6,-5.9,0,0.1,1.74,1.6,-1.65
22/11/1998,-0.3,-6.3,0,0.1,1.6,1.8,-3.3
23/11/1998,-0.6,-8,0,0,1.52,0.7,-4.3
24/11/1998,0.1,-8.6,0,0.3,0.71,2.3,-4.25
25/11/1998,3.1,-8.2,0.3,0.3,0.84,1.7,-2.55
26/11/1998,7.4,-2.2,9.1,0.5,0.33,4.3,2.6
27/11/1998,8.2,1.8,0.5,0.4,0.5,2.1,5
28/11/1998,6.3,0.7,6.4,0.4,0.64,2.7,3.5
29/11/1998,6.7,0.9,8,0.5,0.15,2.9,3.8
30/11/1998,2.3,1.7,0,0.6,0.17,3.9,2
01/12/1998,1.4,-0.2,0,0.6,0.36,4.2,0.6
02/12/1998,-0.7,-2.7,0.1,0.4,0.63,2.7,-1.7
03/12/1998,-0.3,-2.9,0,0.4,0.23,1.7,-1.6
04/12/1998,5.2,-2,6.6,0.4,0.71,3.8,1.6
05/12/1998,2,-1.1,13.7,0.5,0.33,4.6,0.45
06/12/1998,5.2,0.3,4.3,0.3,1.01,3.3,2.75
07/12/1998,4,0.7,0,0.3,0.55,2.2,2.35
08/12/1998,3.6,-3,5.4,0.3,0.45,3,0.3
09/12/1998,4.9,-2.9,3.5,0.3,0.2,2.4,1
10/12/1998,5.7,3.5,2.8,0.3,0.27,2.1,4.6
11/12/1998,8.8,3.4,1.3,0.5,0.43,4.2,6.1
12/12/1998,14.2,5.4,8,0.9,0.12,6.6,9.8
13/12/1998,10.6,8,0.4,0.8,0.74,4.7,9.3
14/12/1998,13.2,7.6,0.1,0.7,0.17,5.1,10.4
15/12/1998,11.7,8.8,9.4,0.6,0.16,4.9,10.25
16/12/1998,10,5.1,0.2,0.2,0.85,3,7.55
17/12/1998,11.8,1.6,0,0.6,1.06,3.5,6.7
18/12/1998,9.1,0.5,1.6,0.7,0.15,5.9,4.8
19/12/1998,7.6,4.6,1.6,0.8,0.24,5.1,6.1
20/12/1998,6,2.3,0,0.3,0.9,2.4,4.15
21/12/1998,5.3,0.7,1.3,0.4,0.67,3.5,3
22/12/1998,5.7,0.5,0.1,0.5,0.3,4,3.1
23/12/1998,7.3,2.7,2.4,0.7,0.49,3.5,5
24/12/1998,6.9,0.8,0.6,0.5,0.76,5.1,3.85
25/12/1998,10.4,1.3,1.1,0.9,0.19,6.6,5.85
26/12/1998,12.1,5.8,4.1,1.1,0.37,8.6,8.95
27/12/1998,12.2,7,5.4,1,0.16,6.8,9.6
28/12/1998,9.1,6.2,4.8,0.8,0.16,4.1,7.65
29/12/1998,7.4,2.6,0,0.4,0.87,3.7,5
30/12/1998,12.2,2,0,0.5,0.98,3.3,7.1
31/12/1998,11.8,3.3,0,1.2,0.55,4.5,7.55
01/01/1999,12.6,6.1,0,0.9,0.62,4,9.35
02/01/1999,9.3,4.2,8,0.9,0.2,5.8,6.75
03/01/1999,10.3,4.6,11.5,1,0.11,6.8,7.45
04/01/1999,14.2,5,3.2,0.9,0.19,6.8,9.6
05/01/1999,14.9,9.2,0,0.9,0.95,4.5,12.05
06/01/1999,15.1,9.5,3.6,1.3,1.2,6.2,12.3
07/01/1999,8.2,6.3,4.8,0.6,0.74,5.2,7.25
08/01/1999,8.1,5.4,6.3,0.6,0.84,4.2,6.75
09/01/1999,5.1,3.2,0.2,0.3,1.06,2.1,4.15
10/01/1999,2.2,-1.3,0,0.1,1.25,3.1,0.45
11/01/1999,1.4,-3.2,0.1,0.3,1.26,3.2,-0.9
12/01/1999,3.1,-3.7,6.9,0.5,0.69,6,-0.3
13/01/1999,6.6,-2,2.4,0.6,0.74,5.9,2.3
14/01/1999,8,2.6,0.6,1,0.85,7.2,5.3
15/01/1999,10,5,3.5,1.2,0.5,9.3,7.5
16/01/1999,11.5,7.3,11.7,0.7,0.16,4.9,9.4
17/01/1999,7.2,5,0.2,0.6,0.52,4,6.1
18/01/1999,8.2,2.7,0,0.9,1.28,6.1,5.45
19/01/1999,10.8,2.6,0.3,1.2,0.69,7.8,6.7
20/01/1999,12.2,7.4,0.9,0.9,0.64,3.9,9.8
21/01/1999,9.4,8.5,2.3,0.5,0.24,1.4,8.95
22/01/1999,7.4,6,0,0.3,0.77,1.2,6.7
23/01/1999,7.7,2.8,0.6,0.7,0.28,3.9,5.25
24/01/1999,11.8,4.1,1.4,0.6,0.34,5.4,7.95
25/01/1999,13.6,5.8,6,1.1,0.41,6.8,9.7
26/01/1999,8.3,3.7,6.5,0.9,1.01,7,6
27/01/1999,8.2,3.7,3.3,0.7,0.87,5.4,5.95
28/01/1999,7.8,4.7,7.2,0.7,0.21,3.8,6.25
29/01/1999,1.8,-0.3,0,0.4,0.95,1.5,0.75
30/01/1999,4.2,-7,0,0.2,1.67,0.7,-1.4
31/01/1999,6.5,-6.4,0,0.4,1.84,1.7,0.05
01/02/1999,7.1,-2.6,0.8,0.5,0.32,2.4,2.25
02/02/1999,8,4.8,0,0.6,0.42,2.8,6.4
03/02/1999,8.6,4.3,0.2,0.6,0.45,4.7,6.45
04/02/1999,11.3,4.8,0,1.3,0.42,8.5,8.05
05/02/1999,7.6,6.8,13.3,1,0.61,6.3,7.2
06/02/1999,7,2.4,15.9,0.8,1.26,5.3,4.7
07/02/1999,2.8,1.9,12.7,0.6,0.85,6.1,2.35
08/02/1999,4.3,-0.3,0.1,0.5,1.94,2.6,2
09/02/1999,4.2,-1.8,2.7,0.5,1.35,2.7,1.2
10/02/1999,4.3,-1.2,1.5,0.6,1.48,2.8,1.55
11/02/1999,3.6,-1.7,0,0.4,2.19,1.4,0.95
12/02/1999,1.9,-6.4,0,0.4,2.32,1.3,-2.25
13/02/1999,1.7,-7.5,0,0.4,2.6,1.4,-2.9
14/02/1999,4.6,-7.7,4.3,0.6,2.5,2.8,-1.55
15/02/1999,5.3,-7,2,0.4,0.65,4.9,-0.85
16/02/1999,8,0.6,2.1,1.2,1.99,8,4.3
17/02/1999,4.9,0.9,2.4,0.6,1.65,4.6,2.9
18/02/1999,8.8,1.1,1.3,0.5,0.76,3.3,4.95
19/02/1999,10.7,2,5.7,0.6,0.25,4.6,6.35
20/02/1999,9.8,6.7,0,1.2,2.13,4.6,8.25
21/02/1999,9.6,4.1,11.1,1,0.55,8.2,6.85
22/02/1999,6.8,2.8,5.2,1.1,1.51,8.6,4.8
23/02/1999,7,1.7,7.6,0.6,1.27,5,4.35
24/02/1999,5.9,0.8,0,0.6,1.29,1.2,3.35
25/02/1999,7.7,-3.1,0.1,1.1,2.41,4.7,2.3
26/02/1999,9.4,-2.8,0,0.8,0.85,4.7,3.3
27/02/1999,8.2,4.6,1.1,0.8,0.9,5,6.4
28/02/1999,11,3.8,3,1.4,2.43,7.9,7.4
01/03/1999,12.1,3.6,10.7,0.6,0.65,8,7.85
02/03/1999,13.4,7.9,3.7,1.1,0.44,8,10.65
03/03/1999,11.9,7.8,0.1,1.6,1.96,6.9,9.85
04/03/1999,10.4,6.6,2.3,1,1.18,3.3,8.5
05/03/1999,6.3,4.6,7,0.7,0.43,4,5.45
06/03/1999,6.6,3.8,0.5,0.9,0.91,4.7,5.2
07/03/1999,5.5,2,7.7,0.7,0.88,5,3.75
08/03/1999,8.6,2.3,5.7,0.8,1.53,3.1,5.45
09/03/1999,8.1,3.7,0.4,0.7,0.76,2.3,5.9
10/03/1999,9,-1.7,0.4,0.8,2.01,1.6,3.65
11/03/1999,10.2,-3.2,0,1.1,3.09,3.2,3.5
12/03/1999,17.8,-2.5,0,1.5,3.41,2.1,7.65
13/03/1999,17,3,0,1.5,2.9,2.9,10
14/03/1999,13.6,2,0,1.4,3.3,1.6,7.8
15/03/1999,13,0.2,0,1.4,3.28,1.6,6.6
16/03/1999,14.2,1.8,0,1.8,4.05,2,8
17/03/1999,13.1,2.8,0,1.2,2.26,1,7.95
18/03/1999,11.9,1.8,4.8,1.2,1.31,3.1,6.85
19/03/1999,11,2.3,0.3,1.4,2.29,3.7,6.65
20/03/1999,10.8,3.6,0,1.5,2.36,3.6,7.2
21/03/1999,7.6,5.1,12,0.8,0.56,5.7,6.35
22/03/1999,8.8,5.2,5.1,1.2,1.24,5.4,7
23/03/1999,11.2,4.5,3.6,0.9,0.64,5.2,7.85
24/03/1999,11.8,6.7,0.1,1.1,1.36,2.6,9.25
25/03/1999,16.8,1.7,0.6,1.9,2.99,4.5,9.25
26/03/1999,13,2.7,0.7,1.2,1.77,3.7,7.85
27/03/1999,12.7,2.8,0,1.7,3.88,2.2,7.75
28/03/1999,13.2,2.6,0,1.9,4.89,1.8,7.9
29/03/1999,16.8,0.7,0,2.8,4.79,3.8,8.75
30/03/1999,17.9,1.7,0,1.9,3.51,3.1,9.8
31/03/1999,19.5,6.6,0,2.5,4.72,2.7,13.05
01/04/1999,20.3,7,0,3.1,5.04,4,13.65
02/04/1999,20.5,7.2,0.4,2.4,4.31,2.6,13.85
03/04/1999,13.5,7.5,5.6,0.8,1.11,3.3,10.5
04/04/1999,16.3,8.3,0.1,1.6,3.04,2.7,12.3
05/04/1999,16.4,8.9,4.5,1.1,1.1,3.6,12.65
06/04/1999,17.7,11.4,1.2,2.1,2.44,6.5,14.55
07/04/1999,11.6,9.8,4.1,1.3,1.77,4.3,10.7
08/04/1999,12,7.7,0,1.4,2.47,2,9.85
09/04/1999,15.7,2.3,0,1.5,2.31,3,9
10/04/1999,13,6.6,1.9,1.2,1.41,4.5,9.8
11/04/1999,12.8,7.4,5.2,2.3,3.49,6.1,10.1
12/04/1999,12.6,6.6,8.8,1.6,2.72,5.5,9.6
13/04/1999,11,6.3,13.6,1.8,3.71,5.5,8.65
14/04/1999,7.7,1.2,0.4,1.4,3.09,2.6,4.45
15/04/1999,9.1,1.6,0.4,1.9,4.62,2.8,5.35
16/04/1999,10.2,0.5,0.3,1.5,3.53,1.8,5.35
17/04/1999,12,-0.5,0,2,4.53,2,5.75
18/04/1999,11.2,1.2,0.4,1.8,3.62,2.1,6.2
19/04/1999,11.7,4.5,2.6,2,4.68,2,8.1
20/04/1999,14,1.7,2.5,2,3.43,5.3,7.85
21/04/1999,17.9,4.1,3.6,2.5,4.38,5.4,11
22/04/1999,15,8.1,5.4,1.7,2.72,4,11.55
23/04/1999,16.4,6.1,0.2,2.3,4.32,3,11.25
24/04/1999,12.8,6.7,0.8,1.4,2.39,3.4,9.75
25/04/1999,17.3,5.2,0.3,2.6,4.85,2.2,11.25
26/04/1999,20.7,8.3,5.7,2.8,4.54,3,14.5
27/04/1999,18.4,10.1,1.1,3.2,5.83,4.2,14.25
28/04/1999,19.5,8.6,0,3.3,5.95,4.2,14.05
29/04/1999,17.5,7,0,2.6,4.38,3.2,12.25
30/04/1999,21.1,5.7,0,3.7,6.9,1.5,13.4
01/05/1999,20.6,6.3,0,3.5,6.43,2.1,13.45
02/05/1999,20.5,8.3,0,3.6,6.58,1.9,14.4
03/05/1999,21.6,7.8,0,4.2,6.87,3.3,14.7
04/05/1999,19.8,8.3,0.2,3.9,4.97,4.5,14.05
05/05/1999,13.6,8.6,1.3,1.1,0.99,2.9,11.1
06/05/1999,19.3,10.2,0.4,1.8,2.71,2.2,14.75
07/05/1999,21,9.2,13.8,2.6,4.34,3.3,15.1
08/05/1999,19.3,10.8,0,3.6,5.62,4.6,15.05
09/05/1999,21.6,10.9,0,4.1,6.77,3,16.25
10/05/1999,20.4,10.8,2.8,2.5,3.38,3.3,15.6
11/05/1999,17.9,11.7,4.2,2.1,3.22,4,14.8
12/05/1999,17.5,11.6,0.5,2.7,3.63,4.8,14.55
13/05/1999,16.7,10,0,2.5,3.12,4.2,13.35
14/05/1999,17.5,9.9,0.6,2.8,4.67,3,13.7
15/05/1999,15.7,6.9,0,3.3,6.51,2.7,11.3
16/05/1999,15.2,5.8,0,2.9,5.66,3,10.5
17/05/1999,19,7.9,0,4.7,6,6,13.45
18/05/1999,19,9.8,0,2.4,2.85,2.9,14.4
19/05/1999,22.4,10.5,10.2,3.5,5.52,2.8,16.45
20/05/1999,18.5,12.6,2.6,2,2.83,2.4,15.55
21/05/1999,22,11.1,0.6,4.4,6.9,5.4,16.55
22/05/1999,16.8,11.3,0,3.6,5.78,4.3,14.05
23/05/1999,18.1,9,0.2,2.9,4.51,4.4,13.55
24/05/1999,18.8,11.5,0,2.6,3.49,4.1,15.15
25/05/1999,19.3,11.7,0,3.5,5.48,2.6,15.5
26/05/1999,21.8,5.4,0,4.5,7.77,2.2,13.6
27/05/1999,28,9.9,0,5.4,7.66,2.7,18.95
28/05/1999,24.9,13.4,0,4.5,6.5,3,19.15
29/05/1999,29.6,12.3,3.2,4.9,6.82,2.6,20.95
30/05/1999,25.3,16.2,20.9,3,4.58,2.9,20.75
31/05/1999,18.1,11.1,0,2.5,3.94,1.3,14.6
01/06/1999,23,12.1,0,3.9,6.1,2.1,17.55
02/06/1999,26.4,14.4,1.4,4,4.24,5.6,20.4
03/06/1999,21.4,13.1,4.5,3.8,5.81,4.9,17.25
04/06/1999,17.9,12,14.9,2.8,3.2,4.8,14.95
05/06/1999,16.8,10.8,11.9,2.5,3.93,4.9,13.8
06/06/1999,16.7,11,1.1,2.7,4.09,4.6,13.85
07/06/1999,20.2,7.9,8.6,3,4.67,3.7,14.05
08/06/1999,18.4,10.5,0,4.2,6.25,4.9,14.45
09/06/1999,19,9.9,1.6,3.3,5.53,2.8,14.45
10/06/1999,19.3,9,0.2,3.5,5.54,3.1,14.15
11/06/1999,14.7,11.1,1.4,1.5,2,2.6,12.9
12/06/1999,19.5,6.5,0.7,3.5,6.14,1.7,13
13/06/1999,21.3,11.1,0.9,3,4.62,1.9,16.2
14/06/1999,24,12.8,2.3,4.1,6.21,2.1,18.4
15/06/1999,24.7,13.6,0,5.1,7.96,2,19.15
16/06/1999,26.6,14.1,0,4.7,7.09,1.2,20.35
17/06/1999,24.9,14.3,0,4.7,6.54,4,19.6
18/06/1999,19,11.5,0,4,6.86,1.9,15.25
19/06/1999,23.9,7.7,0,5.2,8.37,2.2,15.8
20/06/1999,16.7,13.2,8.6,1.8,1.91,3.6,14.95
21/06/1999,15.7,10.2,5.2,2.4,4.07,2.7,12.95
22/06/1999,16.9,8.4,0.4,2.8,4.72,1.9,12.65
23/06/1999,20.7,7.3,0,3.3,5.51,1.2,14
24/06/1999,21.6,10.2,0,3.7,5.5,2,15.9
25/06/1999,21.8,9.3,0,4.9,8.15,2.6,15.55
26/06/1999,26.3,10.3,1,5.2,7.78,2.8,18.3
27/06/1999,22.9,12.7,4.5,3.2,3.98,4.6,17.8
28/06/1999,19.5,11.8,2.3,4.3,5.89,5.9,15.65
29/06/1999,21.2,13.4,7.6,2.2,2.92,4.5,17.3
30/06/1999,20.6,15.4,0.7,2.8,3.5,3.4,18
01/07/1999,19.5,12.4,0.4,2.5,3.25,3.5,15.95
02/07/1999,26,14.2,0,4.2,6.35,1.9,20.1
03/07/1999,26.7,15.2,0,4.6,6.08,2.8,20.95
04/07/1999,25.3,17.7,20.5,3.1,3.87,2.4,21.5
05/07/1999,21.8,17,3.7,2.1,2.82,2.6,19.4
06/07/1999,24.2,14.1,0,4.1,6.57,1.9,19.15
07/07/1999,23.5,13.9,2.4,2.8,4.23,2.1,18.7
08/07/1999,23.5,15.3,0,3.6,5.3,2.3,19.4
09/07/1999,25.1,14.3,0,5.1,7.49,2.8,19.7
10/07/1999,28.1,15.8,0,5.4,7.14,3.5,21.95
11/07/1999,29.2,18,0,6,7.56,3.5,23.6
12/07/1999,28.5,19.1,0,4.8,6.21,2.8,23.8
13/07/1999,25.2,18.6,6.3,3.6,5.15,3.8,21.9
14/07/1999,21.5,16.4,2.5,3.8,4.61,4.8,18.95
15/07/1999,22.4,14.3,0,3.9,5.18,3.5,18.35
16/07/1999,23.2,13.2,0,4.3,6.39,3,18.2
17/07/1999,26.4,13.6,0,4.6,7.1,1.8,20
18/07/1999,30.4,15.7,2.2,5.2,7.3,2,23.05
19/07/1999,28.8,18.2,0.2,4.6,5.75,3.1,23.5
20/07/1999,25.1,17.3,3.3,3.7,4.56,4.3,21.2
21/07/1999,19.2,16.2,0,3.3,3.19,6,17.7
22/07/1999,18.9,13.5,2.8,2.2,2.42,4.5,16.2
23/07/1999,19.6,13.7,0,2.8,3.42,2.6,16.65
24/07/1999,26.1,14,0,3.6,5.34,1.3,20.05
25/07/1999,28.3,14.2,0,4.6,6.29,2.7,21.25
26/07/1999,23,16.1,0,4.5,6.38,3.9,19.55
27/07/1999,23.4,11.1,0,4.9,7.69,3.9,17.25
28/07/1999,26.2,12.4,0,5.4,7.65,3.6,19.3
29/07/1999,28.4,14.2,0,5.5,7.38,2.8,21.3
30/07/1999,29.8,14.3,0,5,7.04,1.7,22.05
31/07/1999,30.6,15.4,0,4.8,6.11,1.8,23
01/08/1999,31.6,14.6,0,4.9,6.43,1.7,23.1
02/08/1999,31.9,14.7,0,5.4,6.7,2.3,23.3
03/08/1999,24.6,15.9,0,2.4,2.93,1.8,20.25
04/08/1999,28,15.7,2.8,4,5.65,1.8,21.85
05/08/1999,26.5,17.2,0.1,3.3,4.33,2.7,21.85
06/08/1999,28.3,12.3,1.6,4.8,6.52,2.3,20.3
07/08/1999,25.3,16.3,0.6,2.9,3.33,3.2,20.8
08/08/1999,25.3,15,0.9,2.6,3.14,2.2,20.15
09/08/1999,24.4,15.1,7.5,2.9,4.25,2.2,19.75
10/08/1999,22.9,15.8,3.7,2.4,2.92,2.8,19.35
11/08/1999,20.1,14.3,0,2.6,3.44,1.9,17.2
12/08/1999,20.7,10.2,0,2.6,4.22,1.1,15.45
13/08/1999,23.3,9.9,6.5,3.8,5.99,2.6,16.6
14/08/1999,19.9,11.7,9.3,1.7,1.98,4.1,15.8
15/08/1999,21.1,12.7,0,3.3,4.67,4.2,16.9
16/08/1999,20.7,12.8,6.2,2.3,3.48,2.4,16.75
17/08/1999,18.9,11.3,2.2,2.4,3.43,3.5,15.1
18/08/1999,21.9,12.1,7.9,2.6,3.38,5.4,17
19/08/1999,20.1,13.8,11.1,2.5,3.36,5.7,16.95
20/08/1999,18.4,12.6,6,1.7,2.36,2.4,15.5
21/08/1999,18.6,9.3,0.4,2.1,3.51,1.1,13.95
22/08/1999,19.9,7,0,2.9,5.08,2,13.45
23/08/1999,22.9,9.6,0,3.7,6.05,2.8,16.25
24/08/1999,22.6,11,0,2.4,3.33,1.9,16.8
25/08/1999,28.2,12,0.2,3,3.56,3.1,20.1
26/08/1999,25.4,17,0,3.6,4.4,4.2,21.2
27/08/1999,21.3,15.7,0,2.3,3.26,1.8,18.5
28/08/1999,22.9,11.7,0,2.4,3.81,1,17.3
29/08/1999,24.8,10.8,0,3,5.11,1.1,17.8
30/08/1999,24.6,11.4,0,2.9,4.58,1.9,18
31/08/1999,21.8,12.5,0,1.8,2.41,1.3,17.15
01/09/1999,22,12.4,0,1.7,2.51,0.9,17.2
02/09/1999,24.2,11.2,0,2.9,4.73,2,17.7
03/09/1999,24.5,11.3,0,3.3,5.49,2,17.9
04/09/1999,27.1,12.3,0,2.9,4.29,1.6,19.7
05/09/1999,28.7,13.5,0,3.4,4.97,1.7,21.1
06/09/1999,26.7,14.4,0.2,3.1,4.17,2.4,20.55
07/09/1999,22.8,15.2,0,2.2,2.86,2.7,19
08/09/1999,25.7,13.3,0,2.3,3.49,1.4,19.5
09/09/1999,26.3,12.7,0,2.7,4.02,2.2,19.5
10/09/1999,26.5,13.1,0,1.9,2.82,1.1,19.8
11/09/1999,30.3,15,0,3.4,4.85,1.7,22.65
12/09/1999,26,14.6,0,2.8,4.54,1.7,20.3
13/09/1999,23.8,16.4,0,2.5,3.88,2.7,20.1
14/09/1999,21.7,17.5,0.7,1.1,1.31,1,19.6
15/09/1999,19.8,16.3,8.6,1.2,1.24,2.8,18.05
16/09/1999,21.5,10.5,0.3,3,4.5,4,16
17/09/1999,19.9,11,0,1.7,2.48,1.9,15.45
18/09/1999,21.2,9.2,0,2.3,4.21,2.9,15.2
19/09/1999,23.2,11.6,2.9,2.2,2.63,3.6,17.4
20/09/1999,20,13,0.4,1.9,1.85,3.8,16.5
21/09/1999,19.7,10.9,7,1.5,1.58,3.5,15.3
22/09/1999,21.1,11.3,2.4,1.5,1.9,3.1,16.2
23/09/1999,22.8,15.6,1.9,2.7,3.42,4.7,19.2
24/09/1999,23.6,15.2,1.1,2.7,3.53,4.1,19.4
25/09/1999,22.3,13.8,0.4,2.5,3.42,3.9,18.05
26/09/1999,19.3,14.4,0.7,2.1,2.55,4.5,16.85
27/09/1999,17.1,11.7,3.2,1.3,0.93,5.6,14.4
28/09/1999,19.8,13.6,2.4,2.4,2.82,5.4,16.7
29/09/1999,20.2,13.9,1.3,1.8,2.01,5.2,17.05
30/09/1999,17.9,14.4,7.6,1.4,1.32,4.9,16.15
01/10/1999,17.5,12.9,0.9,2.3,1.77,7.3,15.2
02/10/1999,17.2,12.9,2.5,1.5,1.09,6.1,15.05
03/10/1999,14.6,9.4,7.4,1.7,2.58,5.6,12
04/10/1999,11.4,9.2,15.4,0.8,1.19,3.4,10.3
05/10/1999,13.6,6.8,0.4,1.2,2.3,2.2,10.2
06/10/1999,14.6,6.7,0,0.9,1.19,1.5,10.65
07/10/1999,15.3,6,0,1.8,2.84,4.2,10.65
08/10/1999,15,5.9,5.3,0.7,0.64,4.7,10.45
09/10/1999,16.5,11.4,1.1,0.8,0.66,4.3,13.95
10/10/1999,17.6,13.6,0.7,1,0.89,4.1,15.6
11/10/1999,14.9,14.2,0.5,0.8,0.69,1.5,14.55
12/10/1999,16.7,6.1,0,1,2.54,0.7,11.4
13/10/1999,15.2,2.9,0,1,3.17,0.8,9.05
14/10/1999,13.9,2.8,0,0.7,1.05,0.6,8.35
15/10/1999,15.1,3,0,0.9,1.78,1.8,9.05
16/10/1999,15.7,5.2,0,1.2,3.02,2.3,10.45
17/10/1999,13.2,2,0,1.5,3.15,4.3,7.6
18/10/1999,11.5,2.3,0,1.5,3.07,4.7,6.9
19/10/1999,10.6,2.2,0,1.7,2.93,5.1,6.4
20/10/1999,10.9,2.1,0,1.7,2.02,5,6.5
21/10/1999,11.1,3,1.3,0.9,0.66,3.7,7.05
22/10/1999,14.4,5.7,8.6,0.7,0.42,3.3,10.05
23/10/1999,18.8,10.4,0.3,1.5,1.97,4.7,14.6
24/10/1999,16.3,9.1,2.2,1.4,1.4,5.5,12.7
